Quotazioni Immobiliari : Valori di Mercato - Semestre 2024/2 - elaborazione del 23-NOV-25
Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona;LinkZona;Cod_Tip;Descr_Tipologia;Stato;Stato_prev;Compr_min;Compr_max;Sup_NL_compr;Loc_min;Loc_max;Sup_NL_loc;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;18;Uffici strutturati;OTTIMO;P;2000;2650;L;10;13,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;8;Capannoni industriali;NORMALE;P;650;950;L;4,3;5,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D33;MI00004780;10;Laboratori;NORMALE;P;700;1200;L;4,5;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;20;Abitazioni civili;OTTIMO; ;4200;5000;L;14,1;19,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;20;Abitazioni civili;NORMALE;P;3000;4100;L;10,8;14;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;21;Abitazioni di tipo economico;OTTIMO; ;3200;4300;L;10,4;13,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;21;Abitazioni di tipo economico;NORMALE;P;2800;3100;L;7;10,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;13;Box;NORMALE;P;1100;1600;L;4,8;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;9;Magazzini;NORMALE;P;550;800;L;3;4,1;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;5;Negozi;NORMALE;P;1150;1800;L;6,7;10,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;6;Uffici;OTTIMO;P;1600;2100;L;7,5;10;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;18;Uffici strutturati;OTTIMO;P;2200;3100;L;11,5;17;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;8;Capannoni industriali;NORMALE;P;500;850;L;4;5,4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D34;MI00004781;10;Laboratori;NORMALE;P;650;950;L;4;5,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;20;Abitazioni civili;OTTIMO; ;4100;5400;L;13,3;18,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;20;Abitazioni civili;NORMALE;P;2650;4000;L;8,7;13,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;21;Abitazioni di tipo economico;OTTIMO; ;2800;3500;L;9,1;11,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;21;Abitazioni di tipo economico;NORMALE;P;2100;2700;L;6,5;9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;13;Box;NORMALE;P;1300;2300;L;6,5;10;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;9;Magazzini;NORMALE;P;650;850;L;4,2;5,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;5;Negozi;NORMALE;P;1500;2600;L;9;16;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;6;Uffici;OTTIMO;P;1750;2650;L;9,5;13,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;18;Uffici strutturati;OTTIMO;P;2250;3100;L;11,5;16;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;8;Capannoni industriali;NORMALE;P;600;1050;L;4,5;6,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D35;MI00004782;10;Laboratori;NORMALE;P;750;1400;L;5,5;9,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;20;Abitazioni civili;OTTIMO; ;4700;6800;L;13,6;22;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;20;Abitazioni civili;NORMALE;P;3300;4600;L;9,2;13,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;21;Abitazioni di tipo economico;NORMALE;P;2300;3300;L;7,3;9,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;21;Abitazioni di tipo economico;OTTIMO; ;3400;4300;L;9,9;12,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;13;Box;NORMALE;P;1800;2750;L;6,5;10,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;9;Magazzini;NORMALE;P;500;850;L;3,5;5,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;5;Negozi;NORMALE;P;1850;3300;L;11,5;20;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;6;Uffici;OTTIMO;P;1800;2800;L;9;15,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;18;Uffici strutturati;OTTIMO;P;2100;3100;L;11;17;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;8;Capannoni industriali;NORMALE;P;750;950;L;5;6,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D36;MI00004783;10;Laboratori;NORMALE;P;800;1350;L;5;8,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;20;Abitazioni civili;NORMALE;P;2700;3600;L;10,5;14;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;20;Abitazioni civili;OTTIMO; ;3700;4700;L;14,1;18;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;21;Abitazioni di tipo economico;OTTIMO; ;2650;3500;L;9,6;14;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;21;Abitazioni di tipo economico;NORMALE;P;1800;2600;L;6;9,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;13;Box;NORMALE;P;1350;1900;L;5,7;8,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;9;Magazzini;NORMALE;P;550;850;L;3,2;5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;5;Negozi;OTTIMO; ;1900;2800;L;12;17,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;5;Negozi;NORMALE;P;1450;1900;L;9;11,9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;6;Uffici;OTTIMO;P;1800;2800;L;10;16;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;18;Uffici strutturati;OTTIMO;P;1950;2950;L;9,5;14,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;8;Capannoni industriali;NORMALE;P;650;1000;L;4;6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;10;Laboratori;NORMALE;P;850;1200;L;4,5;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;20;Abitazioni civili;NORMALE;P;3000;4000;L;10;15;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;20;Abitazioni civili;OTTIMO; ;4100;5000;L;15,1;20;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;21;Abitazioni di tipo economico;OTTIMO; ;2600;3400;L;9,1;14;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;21;Abitazioni di tipo economico;NORMALE;P;2000;2550;L;7;9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;13;Box;NORMALE;P;1350;1900;L;5,7;8,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;9;Magazzini;NORMALE;P;550;850;L;3,2;5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;5;Negozi;NORMALE;P;1600;2000;L;9;12;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;5;Negozi;OTTIMO; ;2100;3300;L;12,1;21;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;6;Uffici;OTTIMO;P;1900;3100;L;11;17;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;18;Uffici strutturati;OTTIMO;P;2400;3400;L;13,5;19;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;8;Capannoni industriali;NORMALE;P;650;1000;L;4;6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;10;Laboratori;NORMALE;P;800;1200;L;4,5;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D39;MI00011750;20;Abitazioni civili;OTTIMO;P;4300;5200;L;14;20;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D39;MI00011750;13;Box;OTTIMO;P;1400;2200;L;6;10;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D39;MI00011750;9;Magazzini;OTTIMO;P;700;1000;L;3,5;6,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D39;MI00011750;5;Negozi;NORMALE;P;2500;4000;L;16;27;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D39;MI00011750;6;Uffici;OTTIMO;P;1800;2800;L;9,5;15;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D39;MI00011750;18;Uffici strutturati;OTTIMO;P;2500;3500;L;13;18,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D39;MI00011750;8;Capannoni industriali;NORMALE;P;700;1050;L;4;6,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D39;MI00011750;10;Laboratori;NORMALE;P;850;1300;L;5,2;8,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;20;Abitazioni civili;OTTIMO; ;3700;5000;L;13,6;22;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;20;Abitazioni civili;NORMALE;P;2650;3700;L;9,5;13,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;21;Abitazioni di tipo economico;OTTIMO; ;2650;3500;L;9;13;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;21;Abitazioni di tipo economico;NORMALE;P;2200;2600;L;6,9;8,9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;13;Box;NORMALE;P;1550;2400;L;5,5;10;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;9;Magazzini;NORMALE;P;650;1000;L;4;6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;5;Negozi;OTTIMO; ;2000;3400;L;12,6;21;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;5;Negozi;NORMALE;P;1300;1950;L;9,5;12,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;6;Uffici;OTTIMO;P;1700;2600;L;8,5;13;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;18;Uffici strutturati;OTTIMO;P;2300;3300;L;12;17;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;8;Capannoni industriali;NORMALE;P;700;1050;L;4;6,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;10;Laboratori;NORMALE;P;800;1200;L;5;8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;20;Abitazioni civili;OTTIMO; ;3000;3600;L;11;14,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;20;Abitazioni civili;NORMALE;P;2300;3000;L;8,2;10,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;21;Abitazioni di tipo economico;OTTIMO; ;2400;2900;L;9,1;10,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;21;Abitazioni di tipo economico;NORMALE;P;1800;2500;L;6,6;9,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;13;Box;NORMALE;P;1100;1600;L;5;7,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;1;Ville e Villini;OTTIMO; ;2450;2800;L;8,2;9,7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;1;Ville e Villini;NORMALE;P;1700;2400;L;6;8,1;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;9;Magazzini;NORMALE;P;450;750;L;2,8;4,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;5;Negozi;NORMALE;P;1000;1750;L;6,1;11,4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;6;Uffici;OTTIMO;P;1000;1550;L;4,9;7,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;18;Uffici strutturati;OTTIMO;P;1750;2300;L;8,7;12;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;8;Capannoni industriali;NORMALE;P;450;700;L;2,7;4,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;10;Laboratori;NORMALE;P;450;750;L;2,8;4,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;20;Abitazioni civili;OTTIMO; ;3000;3900;L;12,3;16,9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;20;Abitazioni civili;NORMALE;P;2500;3000;L;9,6;12,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;21;Abitazioni di tipo economico;NORMALE;P;1900;2300;L;6,2;8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;21;Abitazioni di tipo economico;OTTIMO; ;2300;2700;L;7,9;9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;13;Box;NORMALE;P;1000;1550;L;4,3;7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;9;Magazzini;NORMALE;P;300;500;L;1,8;3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;5;Negozi;NORMALE;P;1000;1800;L;6,1;11;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;6;Uffici;OTTIMO;P;1500;2100;L;7,5;10,9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;18;Uffici strutturati;OTTIMO;P;2000;2800;L;10,5;14,7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;8;Capannoni industriali;NORMALE;P;550;800;L;3,2;4,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;10;Laboratori;NORMALE;P;700;950;L;3,8;5,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;20;Abitazioni civili;OTTIMO; ;2500;2850;L;9,1;11,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;20;Abitazioni civili;NORMALE;P;1900;2450;L;6;9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;21;Abitazioni di tipo economico;OTTIMO; ;2100;2600;L;6;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;21;Abitazioni di tipo economico;NORMALE;P;1600;2050;L;4,2;5,9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;13;Box;NORMALE;P;950;1300;L;4;6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;9;Magazzini;NORMALE;P;350;550;L;2;3,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;5;Negozi;NORMALE;P;700;1400;L;4;8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;6;Uffici;OTTIMO;P;1500;1950;L;6,8;9,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;18;Uffici strutturati;OTTIMO;P;1700;2600;L;7,8;12,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;8;Capannoni industriali;NORMALE;P;600;850;L;3,6;5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;10;Laboratori;NORMALE;P;550;1000;L;3,4;5,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;20;Abitazioni civili;NORMALE;P;1850;2550;L;7;9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;20;Abitazioni civili;OTTIMO; ;2600;3700;L;9,1;14;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;21;Abitazioni di tipo economico;NORMALE;P;1500;2150;L;5,2;6,9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;21;Abitazioni di tipo economico;OTTIMO; ;2200;2600;L;7;9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;13;Box;NORMALE;P;850;1400;L;4;6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;9;Magazzini;NORMALE;P;400;700;L;2,2;3,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;5;Negozi;NORMALE;P;1300;2000;L;7;13;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;6;Uffici;OTTIMO;P;1500;2000;L;7,3;11;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;18;Uffici strutturati;OTTIMO;P;2000;2500;L;10;13;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;8;Capannoni industriali;NORMALE;P;600;850;L;3,4;4,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;10;Laboratori;NORMALE;P;600;1000;L;3,7;5,8;L;
